,cpu_usage,memory_usage,network_receive_bytes,network_transmit_bytes,cpu_usage_diff,memory_usage_diff,network_receive_bytes_diff,network_transmit_bytes_diff,cpu_usage_rolling_mean,cpu_usage_rolling_std,memory_usage_rolling_mean,memory_usage_rolling_std,network_receive_bytes_rolling_mean,network_receive_bytes_rolling_std,network_transmit_bytes_rolling_mean,network_transmit_bytes_rolling_std,cpu_usage_lag1,memory_usage_lag1,network_receive_bytes_lag1,network_transmit_bytes_lag1,net_rx_tx_ratio,hour_of_day
2025-04-23 10:47:44,-0.13594468618901795,0.9419823062339796,-0.003506665996951414,-0.056777509058133044,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.5674317720855034,-0.12657022975376128,0.6199726559993837,-0.2130850081049038,0.28856802485430644,-0.11945899944361203,0.28647009121332556,0.03586744411757861,-0.12322446294880594,0.9392091487784314,0.012917918236312534,-0.03987525330421937,0.5337745947628111,-0.9258200997725518
2025-04-23 10:47:59,-0.13594468618901795,0.9419823062339796,-0.003506665996951414,-0.056777509058133044,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.5046786828622302,-0.17751468048601635,0.6821628042453103,-0.4436309732831991,0.23173519400633777,-0.2108435774057381,0.20437520541617915,-0.11903541135376161,-0.12322446294880594,0.9392091487784314,0.012917918236312534,-0.03987525330421937,0.5337745947628111,-0.9258200997725518
2025-04-23 10:48:14,-0.232418801366747,0.8747312262418796,-0.09198661628149486,-0.11689555151927804,-0.43170185104877284,-0.2812267242883003,-0.1772454393937517,-0.13784112564520035,-0.4596391927253073,-0.21007968727030513,0.7040258794775477,-0.4359222223849531,0.1965777712311746,-0.2379891031968721,0.16113175827954795,-0.15942935698771557,-0.12322446294880594,0.9392091487784314,0.012917918236312534,-0.03987525330421937,0.24992721483127925,-0.9258200997725518
2025-04-23 10:48:29,-0.232418801366747,0.8747312262418796,-0.09198661628149486,-0.11689555151927804,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.41459970258838447,-0.2578764138098845,0.7258889547097851,-0.4361596324836038,0.15971408406496265,-0.27874120122070073,0.11674645531418432,-0.21626235917718217,-0.21867808323711072,0.8718719323157559,-0.07355802589842395,-0.09872907933615864,0.24992721483127925,-0.9258200997725518
2025-04-23 10:48:44,-0.232418801366747,0.8747312262418796,-0.09198661628149486,-0.11689555151927804,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.3695602124514616,-0.3235543327656645,0.7477520299420226,-0.44435263700983085,0.12114413250770066,-0.3425681402105057,0.07121929652008924,-0.301532914354771,-0.21867808323711072,0.8718719323157559,-0.07355802589842395,-0.09872907933615864,0.24992721483127925,-0.9258200997725518
2025-04-23 10:48:59,-0.232418801366747,0.8747312262418796,-0.09198661628149486,-0.11689555151927804,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.3245207223145383,-0.4118934432249118,0.76961510517426,-0.4608362841041506,0.08102258536780882,-0.4782677818546219,0.024550281897261717,-0.493501121055667,-0.21867808323711072,0.8718719323157559,-0.07355802589842395,-0.09872907933615864,0.24992721483127925,-0.9258200997725518
2025-04-23 10:49:14,-0.3407647312360321,0.8860622291127521,-0.0979285329190514,-0.1209971176980322,-0.47921046708845005,0.06802426551888419,-0.03818699609195585,-0.03646253255623989,-0.29655401179968405,-0.46811772924514305,0.7912402913903988,-0.48013474826458663,0.07563382955784519,-0.48029803084239975,0.0213983978750267,-0.49500489315283297,-0.21867808323711072,0.8718719323157559,-0.07355802589842395,-0.09872907933615864,0.2313281042087149,-0.9258200997725518
2025-04-23 10:49:29,-0.3407647312360321,0.8860622291127521,-0.0979285329190514,-0.1209971176980322,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.2685873012848302,-0.5373611115555164,0.8128654776065353,-0.5088246647470341,0.07024507374788157,-0.48297956544933884,0.018246513852791683,-0.49681763697366854,-0.32587793918265123,0.8832174481520038,-0.07936536247072265,-0.10274439408129357,0.2313281042087149,-0.9258200997725518
2025-04-23 10:49:44,-0.3407647312360321,0.8860622291127521,-0.0979285329190514,-0.1209971176980322,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.2406205907699755,-0.6247811090608623,0.8344906638226717,-0.548533845362484,0.06485631793791666,-0.4863972295686676,0.015094629830555652,-0.4989718210231291,-0.32587793918265123,0.8832174481520038,-0.07936536247072265,-0.10274439408129357,0.2313281042087149,-0.9258200997725518
2025-04-23 10:49:59,-0.3407647312360321,0.8860622291127521,-0.0979285329190514,-0.1209971176980322,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.2126538802551217,-0.7419935339830384,0.8561158500388104,-0.6022218410086494,0.05946756212795303,-0.49068230562945236,0.011942745808320636,-0.5015122796530485,-0.32587793918265123,0.8832174481520038,-0.07936536247072265,-0.10274439408129357,0.2313281042087149,-0.9258200997725518
2025-04-23 10:50:14,-0.3305174806601623,0.949042026832276,0.003100485619942083,-0.03876426159901785,-0.004624397386705214,0.2975726824868345,0.14203551548142695,0.1197854652925604,-0.1998442364375363,-0.7770175334436933,0.8754854869082485,-0.6213997771139851,0.06613564914392615,-0.4855873101023513,0.018156524883495496,-0.49635860052920194,-0.32587793918265123,0.8832174481520038,-0.07936536247072265,-0.10274439408129357,0.39566155489368415,-0.9258200997725518
2025-04-23 10:50:29,-0.3305174806601623,0.949042026832276,0.003100485619942083,-0.03876426159901785,-0.04563183438937545,0.017664643783469613,-0.028176172701352614,-0.029039519966744438,-0.18703459261995137,-0.81882176007667,0.8948551237776887,-0.6509633138975498,0.07280373615989799,-0.4817601336063749,0.024370303958671374,-0.4926109026942012,-0.31573908314166843,0.9462779116020076,0.019375422702293532,-0.02224080466237904,0.39566155489368415,-0.9258200997725518
