namespace,minikube_k8s_io_name,id,pod,beta_kubernetes_io_os,minikube_k8s_io_version,minikube_k8s_io_updated_at,kubernetes_io_arch,minikube_k8s_io_primary,__name__,instance,cpu,beta_kubernetes_io_arch,kubernetes_io_hostname,job,kubernetes_io_os,minikube_k8s_io_commit,timestamp,pod_cpu_usage,pod_memory_usage
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:44:57,0.004319665718948,255889408
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:45:12,0.004319665718948,255889408
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:45:27,0.004577057412893,255889408
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:45:42,0.004320277821731,255959040
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:45:57,0.004320277821731,255959040
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:46:12,0.004320277821731,255959040
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:46:27,0.004320277821731,255959040
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:46:42,0.0043394881369494,245743616
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:46:57,0.0043394881369494,245743616
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:47:12,0.0043394881369494,245743616
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:47:27,0.0045548720785507,245743616
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:47:42,0.0043686739990266,249110528
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:47:57,0.0043686739990266,249110528
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:48:12,0.0043686739990266,249110528
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:48:27,0.0043686739990266,249110528
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:48:42,0.0041787087912088,246607872
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:48:57,0.0041787087912088,246607872
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:49:12,0.0041787087912088,246607872
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:49:27,0.0043769793760259,246607872
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:49:42,0.0042529039070748,246628352
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:49:57,0.0042529039070748,246628352
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:50:12,0.0042529039070748,246628352
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:50:27,0.0042529039070748,246628352
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:50:42,0.004156510677344,244236288
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:50:57,0.004156510677344,244236288
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:51:12,0.004156510677344,244236288
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:51:27,0.004156510677344,244236288
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:51:42,0.0041251609049376,246341632
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:51:57,0.0041251609049376,246341632
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:52:12,0.0041251609049376,246341632
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:52:27,0.0041908869355677,241840128
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:52:42,0.004143349043407,241840128
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:52:57,0.004143349043407,241840128
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:53:12,0.004143349043407,241840128
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:53:27,0.0040879198111275,245354496
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:53:42,0.0041455719953955,245354496
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:53:57,0.0041455719953955,245354496
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:54:12,0.0041455719953955,245354496
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:54:27,0.0042475122498396,245432320
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:54:42,0.0041672260237919,245432320
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:54:57,0.0041672260237919,245432320
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:55:12,0.0041672260237919,245432320
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:55:27,0.0041672260237919,245432320
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:55:42,0.0041010239938275,245633024
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:55:57,0.0041010239938275,245633024
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:56:12,0.0041010239938275,245633024
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:56:27,0.0041214160447,252473344
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:56:42,0.004040488919656,252473344
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:56:57,0.004040488919656,252473344
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:57:12,0.004040488919656,252473344
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:57:27,0.0041405684497128,256270336
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:57:42,0.0041405684497128,256270336
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:57:57,0.0041405684497128,256270336
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:58:12,0.0041405684497128,256270336
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:58:27,0.00397057192605,256270336
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:58:42,0.0042398502992796,267214848
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:58:57,0.0042398502992796,267214848
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:59:12,0.0042398502992796,267214848
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:59:27,0.0045047923322684,267214848
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:59:42,0.0042484420372606,267198464
default,minikube,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod8d8d5bb2_2497_4068_835a_eb59cf12a115.slice,prometheus-server-87dc57df4-btlmm,linux,v1.35.0,2025_04_06T11_26_42_0700,amd64,true,container_memory_working_set_bytes,minikube,total,amd64,minikube,kubernetes-nodes-cadvisor,linux,dd5d320e41b5451cdf3c01891bc4e13d189586ed-dirty,2025-04-23 11:59:57,0.0042484420372606,267198464
